       92.3938064600       10.5152101500       -1.0000000000
       92.3393173200       10.6949396100       -1.0000000000
       92.4348983800       10.8796997100       -1.0000000000
       92.5758285500       10.8784904500       -1.0000000000
       92.6257095300       10.7198600800       -1.0000000000
       92.5723037700       10.5747995400       -1.0000000000
       92.6681518600       11.3156204200       -1.0000000000
       92.5546035800       11.4046001400       -1.0000000000
       92.5235824600       11.5952100800       -1.0000000000
       92.5200805700       11.7881603200       -1.0000000000
       92.5291214000       11.9790601700       -1.0000000000
       92.6070022600       12.1511898000       -1.0000000000
       92.6984710700       12.3123703000       -1.0000000000
       92.6968994100       12.5052204100       -1.0000000000
       92.6955413800       12.6977796600       -1.0000000000
       92.6620025600       12.8835001000       -1.0000000000
       92.6921615600       13.0776500700       -1.0000000000
       92.8248977700       13.2274799300       -1.0000000000
       92.8430786100       13.4264001800       -1.0000000000
       92.9689636200       13.5820903800       -1.0000000000
       93.1154480000       13.5303401900       -1.0000000000
       93.1104202300       13.3285903900       -1.0000000000
       93.0671997100       13.1330499600       -1.0000000000
       93.0319671600       12.9361896500       -1.0000000000
       92.9951705900       12.7642498000       -1.0000000000
       92.9830169700       12.5693998300       -1.0000000000
       92.9292984000       12.3880596200       -1.0000000000
       92.8843994100       12.2074003200       -1.0000000000
       92.7968521100       12.0362997100       -1.0000000000
       92.7975769000       11.8419103600       -1.0000000000
       92.7509079000       11.6749897000       -1.0000000000
       92.7287597700       11.4871501900       -1.0000000000
       79.9863662700        9.5778541560       -1.0000000000
       80.0094833400        9.7155847550       -1.0000000000
       80.1893463100        9.7903270720       -1.0000000000
       80.3821106000        9.7475690840       -1.0000000000
       80.5333175700        9.6218595500       -1.0000000000
       80.6879196200        9.4979782100       -1.0000000000
       80.8304901100        9.3601751330       -1.0000000000
       80.9720764200        9.2219409940       -1.0000000000
       81.0557098400        9.0425548550       -1.0000000000
       81.1648101800        8.8781661990       -1.0000000000
       81.3069763200        8.7405824660       -1.0000000000
       81.3740615800        8.5646095280       -1.0000000000
       81.5007400500        8.4181871410       -1.0000000000
       81.5468978900        8.2256107330       -1.0000000000
       81.6228866600        8.0423374180       -1.0000000000
